3416.588206
Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 31.63    937.98   937.98   210001     4.47     4.47  neighbour_list_mpcd()
 27.84   1763.64   825.66    21000    39.32    39.32  rotation_mpcd()
 23.10   2448.71   685.07   210000     3.26     3.26  update_pos_mpcd()
 16.80   2946.99   498.28   210000     2.37     2.37  fluid_colloid_collision()
  0.39   2958.51    11.53    21000     0.55     0.55  run()
  0.15   2963.03     4.52    11000     0.41     0.41  updown_velocity()
  0.09   2965.74     2.71                             main
  0.01   2965.92     0.18   210001     0.00     0.00  neighbour_list_md()
  0.01   2966.08     0.16        1   160.04   160.04  create_box()
  0.00   2966.16     0.08   210000     0.00     0.00  update_activity_direction()
  0.00   2966.23     0.07        1    70.02    70.02  initialize_fluid()
  0.00   2966.30     0.07   210001     0.00     0.00  compute_force_md()
  0.00   2966.33     0.03   210000     0.00     0.00  update_velocity_colloid()
  0.00   2966.34     0.01                             power(double, int)
  0.00   2966.34     0.00   210000     0.00     0.00  update_pos_md()
  0.00   2966.34     0.00        1     0.00     0.00  _GLOBAL__sub_I_mag_f
  0.00   2966.34     0.00        1     0.00     0.00  _GLOBAL__sub_I_pos_colloid
  0.00   2966.34     0.00        1     0.00     0.00  initialize()
  0.00   2966.34     0.00        1     0.00     0.00  initialize_colloid()
  0.00   2966.34     0.00        1     0.00     0.00  tumble()
