2122.422711
Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 28.78    525.54   525.54   210001     2.50     2.50  neighbour_list_mpcd()
 27.43   1026.39   500.85    21000    23.85    23.85  rotation_mpcd()
 22.32   1433.91   407.52   210000     1.94     1.94  update_pos_mpcd()
 19.84   1796.24   362.33   210000     1.73     1.73  fluid_colloid_collision()
  1.11   1816.43    20.19    21000     0.96     0.96  run()
  0.43   1824.32     7.89    11000     0.72     0.72  updown_velocity()
  0.08   1825.84     1.52                             main
  0.01   1826.08     0.25   210001     0.00     0.00  compute_force_md()
  0.01   1826.27     0.19        1   190.04   190.04  create_box()
  0.01   1826.39     0.12   210001     0.00     0.00  neighbour_list_md()
  0.00   1826.47     0.08   210000     0.00     0.00  update_velocity_colloid()
  0.00   1826.53     0.06        1    60.01    60.01  initialize_fluid()
  0.00   1826.58     0.05   210000     0.00     0.00  update_activity_direction()
  0.00   1826.60     0.02   210000     0.00     0.00  update_pos_md()
  0.00   1826.61     0.01        1    10.00    10.00  tumble()
  0.00   1826.61     0.01                             power(double, int)
  0.00   1826.61     0.00        1     0.00     0.00  _GLOBAL__sub_I_mag_f
  0.00   1826.61     0.00        1     0.00     0.00  _GLOBAL__sub_I_pos_colloid
  0.00   1826.61     0.00        1     0.00     0.00  initialize()
  0.00   1826.61     0.00        1     0.00     0.00  initialize_colloid()

