6751.469207
Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 32.44   1691.22  1691.22   210001     8.05     8.05  neighbour_list_mpcd()
 25.30   3010.26  1319.03   210000     6.28     6.28  update_pos_mpcd()
 23.99   4260.69  1250.43    21000    59.54    59.54  rotation_mpcd()
 15.78   5083.33   822.64   210000     3.92     3.92  fluid_colloid_collision()
  1.56   5164.55    81.22    21000     3.87     3.87  run()
  0.83   5207.76    43.21    11000     3.93     3.93  updown_velocity()
  0.10   5213.21     5.45                             main
  0.00   5213.45     0.24        1   240.06   240.06  initialize_fluid()
  0.00   5213.66     0.21   210001     0.00     0.00  compute_force_md()
  0.00   5213.86     0.20        1   200.05   200.05  create_box()
  0.00   5213.99     0.13   210001     0.00     0.00  neighbour_list_md()
  0.00   5214.05     0.06   210000     0.00     0.00  update_activity_direction()
  0.00   5214.08     0.03   210000     0.00     0.00  update_pos_md()
  0.00   5214.10     0.03   210000     0.00     0.00  update_velocity_colloid()
  0.00   5214.10     0.00        1     0.00     0.00  _GLOBAL__sub_I_mag_f
  0.00   5214.10     0.00        1     0.00     0.00  _GLOBAL__sub_I_pos_colloid
  0.00   5214.10     0.00        1     0.00     0.00  initialize()
  0.00   5214.10     0.00        1     0.00     0.00  initialize_colloid()
  0.00   5214.10     0.00        1     0.00     0.00  tumble()

